Sample No.,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Key
1725,1,1,1,0,1,0,1,0,1,1,0,1,19
1726,1,1,1,0,1,0,1,0,1,1,1,1,14
1727,1,1,1,0,1,0,1,1,0,0,0,1,8
1728,1,1,1,0,1,0,1,1,0,1,0,0,15
1729,1,1,1,0,1,0,1,1,0,1,0,1,17
1730,1,1,1,0,1,0,1,1,0,1,0,1,22
1731,1,1,1,0,1,0,1,1,1,1,0,0,17
1732,1,1,1,0,1,1,0,0,0,1,0,0,15
1733,1,1,1,0,1,1,0,0,0,1,1,0,15
1734,1,1,1,0,1,1,0,0,1,1,0,0,15
1735,1,1,1,0,1,1,0,1,0,1,0,0,15
1736,1,1,1,0,1,1,0,1,0,1,0,1,15
1737,1,1,1,0,1,1,0,1,0,1,1,0,15
1738,1,1,1,0,1,1,0,1,0,1,1,1,17
1739,1,1,1,0,1,1,0,1,1,1,0,0,15
1740,1,1,1,0,1,1,0,1,1,1,1,1,15
1741,1,1,1,0,1,1,1,0,0,0,0,1,17
1742,1,1,1,0,1,1,1,0,0,1,0,0,24
1743,1,1,1,0,1,1,1,1,0,1,0,0,6
1744,1,1,1,0,1,1,1,1,1,1,1,1,17
1745,1,1,1,0,1,1,1,1,1,1,1,1,20
1746,1,1,1,1,0,0,1,0,1,0,0,0,16
1747,1,1,1,1,0,1,0,0,1,0,1,1,15
1748,1,1,1,1,0,1,0,1,0,0,1,0,4
1749,1,1,1,1,0,1,0,1,1,0,1,0,4
1750,1,1,1,1,0,1,1,0,1,0,1,0,16
1751,1,1,1,1,1,0,0,0,1,0,1,1,2
1752,1,1,1,1,1,0,0,1,0,0,0,1,17
1753,1,1,1,1,1,0,1,0,1,1,0,1,10
1754,1,1,1,1,1,0,1,0,1,1,1,0,14
1755,1,1,1,1,1,1,0,0,0,0,1,0,16
1756,1,1,1,1,1,1,0,0,0,0,1,1,16
1757,1,1,1,1,1,1,0,0,1,0,0,1,16
1758,1,1,1,1,1,1,0,0,1,0,1,0,16
1759,1,1,1,1,1,1,0,0,1,0,1,1,16
1760,1,1,1,1,1,1,0,1,0,1,0,0,15
1761,1,1,1,1,1,1,0,1,1,0,1,1,18
1762,1,1,1,1,1,1,0,1,1,1,1,1,15
1763,1,1,1,1,1,1,1,0,0,0,1,0,16
1764,1,1,1,1,1,1,1,0,1,0,0,1,2
1765,1,1,1,1,1,1,1,0,1,0,1,0,2
1766,1,1,1,1,1,1,1,0,1,0,1,0,16
1767,1,1,1,1,1,1,1,1,1,0,1,1,15
1768,1,1,1,1,1,1,1,1,1,0,1,1,16
1769,1,1,1,1,1,1,1,1,1,1,0,1,15
1770,1,1,1,1,1,1,1,1,1,1,1,0,15
1771,1,1,1,1,1,1,1,1,1,1,1,1,13
1772,1,1,1,1,1,1,1,1,1,1,1,1,16
1773,1,1,1,1,1,1,1,1,1,1,1,1,19
